X,Y,OGF_ID,MOH_SERVICE_PROVIDER_IDENT,SERVICE_TYPE,SERVICE_TYPE_DETAIL,ENGLISH_NAME,FRENCH_NAME,ENGLISH_NAME_ALT,FRENCH_NAME_ALT,ADDRESS_LINE_1,ADDRESS_LINE_2,ADDRESS_DESCRIPTOR,COMMUNITY,POSTAL_CODE,GEOMETRY_UPDATE_DATETIME,EFFECTIVE_DATETIME,SYSTEM_DATETIME,OBJECTID
-79.37720028,43.64999028,127907996,10000000010,AIDS Bureau,CBAESP,Black Coalition for AIDS Prevention,,,,20 Victoria Street,4th Floor,Practice Location,Toronto,M5C2N8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753621
-79.40231219,43.64636538,127907999,10000000013,AIDS Bureau,"CBAESP, HCV Team",Canadian AIDS Treatment Information Exchange,,,,555 Richmond Street West,"Suite 505, Postal Office Box 1104",Practice Location,Toronto,M5V3B1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753624
-79.37891028,43.66882829,127908001,10000000015,AIDS Bureau,CBAESP,Casey House,,,,119 Isabella Street,,Practice Location,Toronto,M4Y1P2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753626
-79.40422719,43.64658878,127908002,10000000016,AIDS Bureau,AT site,Central Toronto Community Health Centres,,,,168 Bathurst Street,,Practice Location,Toronto,M5V2R4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753627
-79.37640548,43.66265739,127908003,10000000017,AIDS Bureau,CBAESP,Centre for Spanish-Speaking Peoples,,,,120 Carlton Street,Suite 201,Practice Location,Toronto,M5A4K3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753628
-79.40231219,43.64636538,127908004,10000000018,AIDS Bureau,"CBAESP, AT Site",Centre francophone de Toronto,,,,555 Richmond Street West,Postal Office Box 600,Practice Location,Toronto,M5V3B1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753629
-79.37937698,43.65653569,127908011,10000000025,AIDS Bureau,CBAESP,"City of Toronto, Toronto Public Health",,,,277 Victoria Street,5th Floor,Practice Location,Toronto,M5B1W2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753636
-79.4452632,43.65356578,127908015,10000000029,AIDS Bureau,CBAESP,Family Service Toronto,,,,128 Sterling Road,,Practice Location,Toronto,M6R2B7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753640
-79.37508298,43.66764969,127908016,10000000030,AIDS Bureau,CBAESP,Fife House,,,,490 Sherbourne Street,2nd Floor,Practice Location,Toronto,M4X1K9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753641
-79.37651138,43.66103509,127908017,10000000031,AIDS Bureau,CBAESP,Gay Men's Sexual Health Alliance c/o Ontario AIDS Network,,,,296 Jarvis Street,Unit  5,Practice Location,Toronto,M5B2C5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753642
-79.36252238,43.65615109,127908019,10000000033,AIDS Bureau,CBAESP,Good Shepherd Refuge Social Ministries (Barrett House),,,,412 Queen Street East,,Practice Location,Toronto,M5A1T3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753644
-79.37880228,43.66004709,127908023,10000000037,AIDS Bureau,"CBAESP, AT Site",Hassle Free Clinic,,,,66 Gerrard Street East,Suite 200,Practice Location,Toronto,M5B1G3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753648
-79.37417178,43.66472749,127908025,10000000039,AIDS Bureau,HIV Outpatient Clinic,"Health Centre at 410, Family Health Team",,,,410 Sherbourne Street,4th Floor,Practice Location,Toronto,M4X1K2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753650
-79.4098847,43.7594615,127908027,10000000041,AIDS Bureau,CBAESP,Hemophilia Ontario,,,,4711 Yonge Street,"Suite 10100, 10th Floor",Practice Location,Toronto,M2N6K8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753652
-79.38395168,43.64673178,127908028,10000000042,AIDS Bureau,CBAESP,HIV & AIDS Legal Clinic (Ontario),,,,55 University Avenue,Suite 1400,Practice Location,Toronto,M5J2H7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753653
-79.39597939,43.70684179,127908031,10000000045,AIDS Bureau,CBAESP,Hospice Toronto,,,,55 Eglinton Avenue East,Suite 502,Practice Location,Toronto,M4P1G8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753656
-79.37590178,43.65031578,127908039,10000000053,AIDS Bureau,CBAESP,LOFT Community Services,,,,15 Toronto Street,9th floor,Practice Location,Toronto,M5C2E3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753664
-79.36404928,43.65546189,127908041,10000000055,AIDS Bureau,CBAESP,Maggie’s: Toronto Sex Workers Action Project,,,,351 Queen Street East,Postal Office Box 82527,Practice Location,Toronto,M5A1T2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753666
-79.38999279,43.65752209,127908044,10000000058,AIDS Bureau,HIV Outpatient Clinic,"Mount Sinai Hospital, Clinic for HIV-Related Concerns",,,,600 University Avenue,"Room 963, Dept. of Psychiatry",Practice Location,Toronto,M5G1X5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753669
-79.39340829,43.70797839,127908275,10000000064,AIDS Bureau,CBAESP,Ontario Aboriginal HIV/AIDS Strategy,,,,164 Eglington Avenue East,Suite 301,Practice Location,Toronto,M4P1A6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753675
-79.37651138,43.66103509,127908276,10000000065,AIDS Bureau,CBAESP,Ontario AIDS Network,,,,296 Jarvis Street,Unit 5,Practice Location,Toronto,M5A1T7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753676
-79.38037299,43.7346266,127908277,10000000066,AIDS Bureau,CBAESP,"Ontario Association of the Deaf, Deaf Outreach Project",,,,2395 Bayview Avenue,,Practice Location,Toronto,M2L1A2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753677
-79.37508298,43.66764969,127908278,10000000067,AIDS Bureau,CBAESP,Ontario HIV & Substance Use Training Program,,,,490 Sherbourne Street,2nd Floor,Practice Location,Toronto,M4X1K9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753678
-79.39275729,43.68419439,127908279,10000000068,AIDS Bureau,CBAESP,Ontario HIV Treatment Network,,,,1300 Yonge Street,Suite 600,Practice Location,Toronto,M4T1X3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753679
-79.4294664,43.64182428,127908284,10000000073,AIDS Bureau,"CBAESP, AT site",Parkdale Community Health Centre,,,,1229 Queen Street West,,Practice Location,Toronto,M6K1L2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753684
-79.39730269,43.66954059,127908287,10000000076,AIDS Bureau,AT site,Planned Parenthood of Toronto,,,,36 Prince Arthur Avenue,Unit B,Practice Location,Toronto,M5R1A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753687
-79.36455158,43.65466429,127908290,10000000079,AIDS Bureau,"CBAESP, HCV Team",Prisoners with HIV/AIDS Support Action Network,,,,526 Richmond Street East,,Practice Location,Toronto,M5A1R3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753690
-79.37832118,43.65376779,127908291,10000000080,AIDS Bureau,CBAESP,Providence St. Joseph's and St. Michael's Healthcare Department of Family and Community Medicine,,,,30 Bond Street,,Practice Location,Toronto,M5B1W8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753691
-79.36558548,43.65937629,127908292,10000000081,AIDS Bureau,CBAESP,Regent Park Community Health Centre,,,,465 Dundas Street East,,Practice Location,Toronto,M5A2B2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753692
-79.57219665,43.71933579,127908300,10000000089,AIDS Bureau,AT site,Rexdale Community Health Centre,,,,8 Taber Road,,Practice Location,Toronto,M9W3A4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753700
-79.28770346,43.78373001,127908304,10000000093,AIDS Bureau,AT site,Scarborough Centre for Healthy Communities,,,,4002 Sheppard Avenue East,Suite 401,Practice Location,Toronto,M1S4R5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753704
-79.37201738,43.66229909,127908306,10000000095,AIDS Bureau,"HCV Team, AT Site",Sherbourne Health Centre,,,,333 Sherbourne Street,,Practice Location,Toronto,M5A2S5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753706
-79.38773439,43.65709569,127908307,10000000096,AIDS Bureau,HIV Outpatient Clinic,"Sick Kids Hospital, HIV Comprehensive Care Program",,,,555 University Avenue,,Practice Location,Toronto,M5G1X8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753707
-79.33920237,43.66114329,127908312,10000000101,AIDS Bureau,"CBAESP, HCV Team",South Riverdale Community Health Centre,,,,955 Queen Street East,,Practice Location,Toronto,M4M3P3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753712
-79.37832118,43.65376779,127908315,10000000104,AIDS Bureau,HIV Outpatient Clinic,"St. Michael's Hospital, Positive Care Clinic",,,,30 Bond Street,"North Wing, 4th Floor, Cardinal Carter",Practice Location,Toronto,M5B1W8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753715
-79.40375839,43.65625528,127908316,10000000105,AIDS Bureau,CBAESP,St. Stephen's Community House,,,,91 Bellevue Avenue,,Practice Location,Toronto,M5T2N8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753716
-79.37287489,43.7228457,127908319,10000000108,AIDS Bureau,HIV Outpatient Clinic,"Sunnybrook Health Sciences Centre, Medical Outpatient Clinic",,,,2075 Bayview Avenue,Room H266,Practice Location,Toronto,M4N3M5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753719
-79.46841091,43.69192919,127908320,10000000109,AIDS Bureau,CBAESP,Syme-Woolner Neighbourhood and Family Centre,,,,2468 Eglinton Avenue West,,Practice Location,Toronto,M6M5E2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753720
-79.39250609,43.69717369,127908323,10000000112,AIDS Bureau,CBAESP,Teresa Group Child and Family Aid,,,,124 Merton Street,Suite 104,Practice Location,Toronto,M4S2Z2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753723
-79.32485817,43.68987129,127908327,10000000116,AIDS Bureau,HIV Outpatient Clinic,"Toronto East General Hospital, Immunodeficiency Clinic",,,,825 Coxwell Avenue,,Practice Location,Toronto,M4C3E7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753727
-79.37176588,43.66143219,127908328,10000000117,AIDS Bureau,CBAESP,Toronto People With AIDS Foundation,,,,200 Gerrard Street East,2nd Floor,Practice Location,Toronto,M5A2E6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753728
-79.45227611,43.65693548,127908329,10000000118,AIDS Bureau,AT site,"Toronto Public Health, Crossways Sexual Health Clinic",,,,2340 Dundas Street West,,Practice Location,Toronto,M6P4A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753729
-79.25757885,43.77288781,127908330,10000000119,AIDS Bureau,AT site,"Toronto Public Health, Scarborough Sexual Health Clinic",,,,160 Borough Drive,,Practice Location,Toronto,M1P4N8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753730
-79.37937698,43.65653569,127908331,10000000120,AIDS Bureau,AT site,"Toronto Public Health, The Works",,,,277 Victoria Street,Main Floor,Practice Location,Toronto,M5B1W2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753731
-79.44494071,43.71952589,127908333,10000000122,AIDS Bureau,"CBAESP, AT Site",Unison Health and Community Services,,,,12 Flemington Road,,Practice Location,Toronto,M6A2N4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753733
-79.38836889,43.65866599,127908334,10000000123,AIDS Bureau,HCV Team,University Health Network Toronto General Hospital,,,,200 Elizabeth Street,"Unit 9EN, Tgh",Practice Location,Toronto,M5G2C4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753734
-79.27812335,43.7039524,127908338,10000000127,AIDS Bureau,CBAESP,Warden Woods Community Centre,,,,74 Firvalley Court,,Practice Location,Toronto,M1L1N9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753738
-79.38275128,43.66167749,127908561,10000000133,AIDS Bureau,"CBAESP, AT site",Women's Health in Women's Hands,,,,2 Carlton Street,Suite 500,Practice Location,Toronto,M5B1J3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753744
-79.50338542,43.60349917,127908563,302,Community Health Centre,Site,Lakeshore Area Multi-Service Project Inc,,TORONTO Lakeshore Multi-Service,,185 Fifth Street,,,Toronto,M8V2Z5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753746
-79.36980898,43.65421199,127908571,2001,Community Health Centre,Site,Anishnawbe Health Toronto Community Health Centre,,TORONTO Anishnawbe Health Comm Hlth,,225 Queen Street East,,,Toronto,M5A1S4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753754
-79.21572774,43.73903681,127908574,4200,Community Health Centre,Site,Scarborough Centre for Healthy Communities,,TORONTO Scarb Ctr for Healthy Comm,,3545 Kingston Road,,,Toronto,M1M1R6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753757
-79.45483381,43.67067638,127908579,4715,Community Health Centre,Site,Davenport Perth Neighbourhood Centre,,TORONTO Davenport Perth,,1900 Davenport Road,,,Toronto,M6N1B7,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753762
-79.33261317,43.7098214,127908583,8001,Community Health Centre,Site,Flemingdon Health Centre,,DON MILLS Flemingdon CHC,,10 Gateway Boulevard,,,Toronto,M3C3A1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753766
-79.48844212,43.63784348,127908588,8006,Community Health Centre,Site,Regent Park Community Health Centre,,TORONTO Regent Park CHC,,150 Berry Road,,,Toronto,M8Y1W3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753771
-79.39929169,43.70973879,127908589,8007,Community Health Centre,Site,Stonegate Community Health Centre,,TORONTO Stonegate CHC,,2398 Yonge Street,,,Toronto,M4P2H4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753772
-79.38275128,43.66167749,127908591,8010,Community Health Centre,Site,Women's Health in Women's Hands Community Health Centre,,TORONTO Women's Health In Women's,,2 Carlton Street,Suite 500,,Toronto,M5B1J3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753774
-79.51062643,43.72226949,127908592,8011,Community Health Centre,Site,Black Creek Community Health Centre,,TORONTO Black Creek CHC,,2202 Jane Street 5,Toronto,,Toronto,M3M1A4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753775
-79.44494071,43.71952589,127908597,8018,Community Health Centre,Site,Unison Health and Community Services.,,TORONTO Unison Health&Community Serv,,12 Flemington Road,Toronto,,Toronto,M6A2N4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753780
-79.57219665,43.71933579,127908601,8024,Community Health Centre,Site,Rexdale Community Health Centre,,TORONTO ReXdale CHC,,8 Taber Road East,tobicoke,,Toronto,M9W3A4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753784
-79.39730949,43.66960989,127908602,8025,Community Health Centre,Site,Planned Parenthood of Toronto,,TORONTO Planned Parenthood of TO,,36 Prince Arthur Avenue,"Unit B, Toronto",,Toronto,M5R1A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753785
-79.33920237,43.66114329,127908608,8031,Community Health Centre,Site,South Riverdale Community Health Centre,,TORONTO South Riverdale CHC,,955 Queen Street East,Toronto,,Toronto,M4M3P3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753791
-79.45842321,43.65535008,127908613,8036,Community Health Centre,Site,The Four Villages Community Health Centre,,TORONTO The Four Villages CHC,,1700 Bloor Street West,Toronto,,Toronto,M6P4C3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753796
-79.22088325,43.80928652,127908614,8037,Community Health Centre,Site,Taibu Community Health Centre,,TORONTO TAIBU CHC,,1371 Nelson Road. South,"Unit 418, carborough",,Toronto,M1B4Z8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753797
-79.40339279,43.65745278,127908618,8042,Community Health Centre,Site,Access Alliance Multicultural Health and Community Services,,TORONTO Access Alliance Multicultur,,340 College Street,"Suite 500, Toronto",,Toronto,M5T3A9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753801
-79.38430359,43.66144509,127908813,8051,Community Health Centre,Site,Centre Francophone De Toronto,,TORONTO Centre Francophone de TO,,22 College Street,Toronto,,Toronto,M5G1K3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753809
-79.31630496,43.66629659,127908817,8055,Community Health Centre,Site,East End Community Health Centre,,TORONTO East End CHC,,1619 Queen Street East,Toronto,,Toronto,M4L1G4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753813
-79.40422719,43.64658878,127908824,8062,Community Health Centre,Site,Parkdale Queen West Community Health Centre,,TORONTO Parkdale Queen West CHC,,168 Bathurst Street,,,Toronto,M5V2R4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753820
-79.39929169,43.70973879,127908825,8065,Community Health Centre,Site,Anne Johnston Health Station - Tobias House Attendant Care,,TORONTO Anne Johnston - Tobias House,,2398 Yonge Street,,,Toronto,M4P2H4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753821
-79.28107226,43.78520321,127908826,8067,Community Health Centre,Site,Canadian Centre for Refugee and Immigrant Health Care,,SCARBOROUGH Cdn Ctre for Refugee,,4158 Sheppard Avenue East,,,Toronto,M1S1T3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753822
-79.40426239,43.64740628,127908832,314,Community Support Service,site,St. Christopher House,,TORONTO St. Christopher House,,588 Queen Street West,,,Toronto,M6J1E3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753828
-79.38868149,43.64939368,127908833,323,Community Support Service,site,Loft Community Services,,TORONTO Loft Community Services,,205 Richmond Street West,Suite 301,,Toronto,M5V1V3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753829
-79.40777099,43.67719699,127908837,374,Community Support Service,site,The Canadian Hearing Society,,TORONTO The Canadian Hearing Society,,271 Spadina Road,,,Toronto,M5R2V3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753833
-79.55182664,43.70531189,127908838,385,Community Support Service,site,Reconnect Community Health Services,,TORONTO Reconnect Comm HS,,2150 Islington Avenue,Suite 202,,Toronto,M9P3V4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753834
-79.52007704,43.765209,127908841,409,Community Support Service,site,Jane/finch Community and Family Centre,,TORONTO Community&Family Centre,,4400 Jane Street,,,Toronto,M3N2K4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753837
-79.34404907,43.66008339,127908842,430,Community Support Service,site,Woodgreen Community Services,,TORONTO Woodgreen Community Services,,835 Queen Street East,,,Toronto,M4M1H9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753838
-79.44725761,43.71665689,127908843,460,Community Support Service,site,Cota Health,,TORONTO Cota Health,,700 Lawrence Avenue West,Suite 362,,Toronto,M6A3B4,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753839
-79.40317179,43.65642618,127908847,517,Community Support Service,site,St. Stephen's Community House,,TORONTO St Stephen's Comm House,,260 Augusta Avenue,,,Toronto,M5T2L9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753843
-79.38545988,43.64450598,127908850,569,Community Support Service,site,Ontario Federation of Indian Friendship Centres,,TORONTO Ont Fed Of Indian Friends,,219 Front Street,,,Toronto,M5A1E8,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753846
-79.50788433,43.68933119,127908856,613,Community Support Service,site,West Park Healthcare Centre,,TORONTO West Park,,82 Buttonwood Avenue,,,Toronto,M6M2J5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753852
-79.36250719,43.76948811,127908860,632,Community Support Service,site,North York General Hospital,,TORONTO North York General,,4001 Leslie Street,,,Toronto,M2K1E1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753856
-79.43420841,43.7300679,127908878,827,Community Support Service,site,Baycrest Centre for Geriatric Care,,TORONTO Baycrest Ctr Geriatric Care,,3560 Bathurst Street,,,Toronto,M6A2E1,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753874
-79.24693865,43.75619291,127909110,979,Community Support Service,site,Scarborough Health Network,,TORONTO Scarborough Health Network,,3050 Lawrence Avenue East,,,Toronto,M1P2V5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753891
-79.37946498,43.65053828,127909111,980,Community Support Service,site,Unity Health Toronto,,TORONTO Unity Health Toronto,,22 Adelaide Street West,Suite 3400,,Toronto,M5H4E3,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753892
-79.35469058,43.749485,127909132,4007,Community Support Service,site,Aphasia Institute,,TORONTO Aphasia Institute,,73 Scarsdale Road,,,Toronto,M3B2R2,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753912
-79.37287489,43.7228457,127909158,4041,Community Support Service,site,Regional Geriatric Program of Toronto,,TORONTO Regional Geriatric Program,,2075 Bayview Avenue,,,Toronto,M4N3M5,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753939
-79.39970579,43.70817809,127909160,4043,Community Support Service,site,Self Help Resource Centre of Greater Toronto,,TORONTO Self Help Resource Centre,,40 Orchard View Boulevard,,,Toronto,M4R1B9,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753941
-79.38729459,43.65401469,127909162,4046,Community Support Service,site,The Arthritis Society,,TORONTO Arthritis Society,,393 University Avenue,,,Toronto,M5G1E6,1970/01/01 00:00:00+00,2020/04/03 20:42:44+00,2020/04/03 20:42:44+00,753943
